"","week","group","mouse","weight","sex"
"24020",7,"group 5","274","22.6","female"
"24021",8,"group 5","274","26.1","female"
"24022",9,"group 5","274","25.3","female"
"24023",10,"group 5","274","23.8","female"
"24024",11,"group 5","274","26.5","female"
"24025",12,"group 5","274","24.5","female"
"24026",13,"group 5","274","26.9","female"
"24027",14,"group 5","274","24","female"
"24028",15,"group 5","274","25.2","female"
"24029",16,"group 5","274","25","female"
"24030",17,"group 5","274","25","female"
"24031",18,"group 5","274","27.5","female"
"24032",19,"group 5","274","26.5","female"
"24033",20,"group 5","274","28.5","female"
"24034",21,"group 5","274","29.5","female"
"24035",22,"group 5","274","29.8","female"
"24036",23,"group 5","274","18.8","female"
"24091",1,"group 5","275","17.2","female"
"24092",2,"group 5","275","18.6","female"
"24093",3,"group 5","275","20.2","female"
"24094",4,"group 5","275","21.3","female"
"24095",5,"group 5","275","22.8","female"
"24096",6,"group 5","275","23.1","female"
"24097",7,"group 5","275","24.9","female"
"24098",8,"group 5","275","26","female"
"24099",9,"group 5","275","26.1","female"
"24100",10,"group 5","275","25.7","female"
"24101",11,"group 5","275","25.9","female"
"24102",12,"group 5","275","28.4","female"
"24103",13,"group 5","275","30.6","female"
"24104",14,"group 5","275","27.7","female"
"24105",15,"group 5","275","27.5","female"
"24106",16,"group 5","275","30.3","female"
"24107",17,"group 5","275","32.4","female"
"24108",18,"group 5","275","33.1","female"
"24109",19,"group 5","275","32.7","female"
"24110",20,"group 5","275","35.1","female"
"24111",21,"group 5","275","33.3","female"
"24112",22,"group 5","275","33.5","female"
"24113",23,"group 5","275","32.9","female"
"24114",24,"group 5","275","32.6","female"
"24115",25,"group 5","275","34.2","female"
"24116",26,"group 5","275","36.1","female"
"24117",27,"group 5","275","37.1","female"
"24118",28,"group 5","275","35.2","female"
"24119",29,"group 5","275","34","female"
"24120",30,"group 5","275","36","female"
"24121",31,"group 5","275","37.3","female"
"24122",32,"group 5","275","37","female"
"24123",33,"group 5","275","35.7","female"
"24124",34,"group 5","275","36.9","female"
"24125",35,"group 5","275","36.8","female"
"24126",36,"group 5","275","36.1","female"
"24127",37,"group 5","275","35.1","female"
"24128",38,"group 5","275","35.8","female"
"24129",39,"group 5","275","34.9","female"
"24130",40,"group 5","275","36.2","female"
"24131",41,"group 5","275","34.8","female"
"24132",42,"group 5","275","36.1","female"
"24133",43,"group 5","275","37.5","female"
"24134",44,"group 5","275","35.6","female"
"24135",45,"group 5","275","36","female"
"24136",46,"group 5","275","34.3","female"
"24137",47,"group 5","275","33.2","female"
"24138",48,"group 5","275","33.2","female"
"24139",49,"group 5","275","32.8","female"
"24140",50,"group 5","275","34.4","female"
"24168",1,"group 5","276","17.2","female"
"24169",2,"group 5","276","20","female"
"24170",3,"group 5","276","21.4","female"
"24171",4,"group 5","276","22.4","female"
"24172",5,"group 5","276","25.3","female"
"24173",6,"group 5","276","26.7","female"
"24174",7,"group 5","276","25.3","female"
"24175",8,"group 5","276","26.1","female"
"24176",9,"group 5","276","26.9","female"
"24177",10,"group 5","276","25.3","female"
"24178",11,"group 5","276","27.5","female"
"24179",12,"group 5","276","28.9","female"
"24180",13,"group 5","276","30.4","female"
"24181",14,"group 5","276","27.8","female"
"24182",15,"group 5","276","29.4","female"
"24183",16,"group 5","276","31.3","female"
"24184",17,"group 5","276","31.7","female"
"24185",18,"group 5","276","31.2","female"
"24186",19,"group 5","276","32.2","female"
"24187",20,"group 5","276","33.9","female"
"24188",21,"group 5","276","33.7","female"
"24189",22,"group 5","276","33.8","female"
"24190",23,"group 5","276","41.3","female"
"24191",24,"group 5","276","29.7","female"
"24192",25,"group 5","276","32.2","female"
"24193",26,"group 5","276","33.3","female"
"24194",27,"group 5","276","34.2","female"
"24195",28,"group 5","276","34.3","female"
"24196",29,"group 5","276","33.7","female"
"24197",30,"group 5","276","33.5","female"
"24198",31,"group 5","276","33.1","female"
"24199",32,"group 5","276","34.5","female"
"24200",33,"group 5","276","37.3","female"
"24201",34,"group 5","276","37.7","female"
"24202",35,"group 5","276","36.4","female"
"24203",36,"group 5","276","35.6","female"
"24204",37,"group 5","276","37.9","female"
"24205",38,"group 5","276","38.1","female"
"24206",39,"group 5","276","37","female"
"24207",40,"group 5","276","36","female"
"24208",41,"group 5","276","37.5","female"
"24209",42,"group 5","276","40.1","female"
"24210",43,"group 5","276","40.3","female"
"24211",44,"group 5","276","37.6","female"
"24212",45,"group 5","276","40.5","female"
"24213",46,"group 5","276","41.1","female"
"24214",47,"group 5","276","42.5","female"
"24215",48,"group 5","276","42","female"
"24216",49,"group 5","276","41.8","female"
"24217",50,"group 5","276","40.6","female"
"24245",1,"group 5","277","16.1","female"
"24246",2,"group 5","277","18.7","female"
"24247",3,"group 5","277","19.3","female"
"24248",4,"group 5","277","20.9","female"
"24249",5,"group 5","277","22.4","female"
"24250",6,"group 5","277","28.7","female"
"24251",7,"group 5","277","24","female"
"24252",8,"group 5","277","25.3","female"
"24253",9,"group 5","277","24.4","female"
"24254",10,"group 5","277","25.4","female"
"24255",11,"group 5","277","26.2","female"
"24256",12,"group 5","277","28.9","female"
"24257",13,"group 5","277","28.3","female"
"24258",14,"group 5","277","27.9","female"
"24259",15,"group 5","277","30.2","female"
"24260",16,"group 5","277","29.6","female"
"24261",17,"group 5","277","30.2","female"
"24262",18,"group 5","277","29.7","female"
"24263",19,"group 5","277","32.4","female"
"24264",20,"group 5","277","32.4","female"
"24265",21,"group 5","277","33.6","female"
"24266",22,"group 5","277","33.3","female"
"24267",23,"group 5","277","32","female"
"24268",24,"group 5","277","33.3","female"
"24269",25,"group 5","277","32.9","female"
"24270",26,"group 5","277","34.7","female"
"24271",27,"group 5","277","33.3","female"
"24272",28,"group 5","277","34.4","female"
"24273",29,"group 5","277","32.5","female"
"24274",30,"group 5","277","34.9","female"
"24275",31,"group 5","277","35.4","female"
"24276",32,"group 5","277","33","female"
"24277",33,"group 5","277","35.9","female"
"24278",34,"group 5","277","36.1","female"
"24279",35,"group 5","277","35","female"
"24280",36,"group 5","277","35.6","female"
"24281",37,"group 5","277","34.5","female"
"24282",38,"group 5","277","35.3","female"
"24283",39,"group 5","277","34.4","female"
"24284",40,"group 5","277","33.7","female"
"24285",41,"group 5","277","35.6","female"
"24286",42,"group 5","277","35.7","female"
"24287",43,"group 5","277","37","female"
"24288",44,"group 5","277","36.2","female"
"24289",45,"group 5","277","37.7","female"
"24290",46,"group 5","277","39.3","female"
"24291",47,"group 5","277","38.3","female"
"24292",48,"group 5","277","40.1","female"
"24293",49,"group 5","277","41.2","female"
"24294",50,"group 5","277","38.8","female"
"24322",1,"group 5","278","15.9","female"
"24323",2,"group 5","278","18","female"
"24324",3,"group 5","278","19.3","female"
"24325",4,"group 5","278","19.9","female"
"24326",5,"group 5","278","21.2","female"
"24327",6,"group 5","278","23","female"
"24328",7,"group 5","278","23.7","female"
"24329",8,"group 5","278","23.3","female"
"24330",9,"group 5","278","25.5","female"
"24331",10,"group 5","278","24.9","female"
"24332",11,"group 5","278","24.9","female"
"24333",12,"group 5","278","27.5","female"
"24334",13,"group 5","278","27.6","female"
"24335",14,"group 5","278","25.6","female"
"24336",15,"group 5","278","27.4","female"
"24337",16,"group 5","278","25.6","female"
"24338",17,"group 5","278","26.2","female"
"24339",18,"group 5","278","26.9","female"
"24340",19,"group 5","278","25","female"
"24341",20,"group 5","278","24.9","female"
"24342",21,"group 5","278","24.4","female"
"24343",22,"group 5","278","24.8","female"
"24344",23,"group 5","278","24.1","female"
"24345",24,"group 5","278","24.3","female"
"24346",25,"group 5","278","25.7","female"
"24347",26,"group 5","278","25.5","female"
"24348",27,"group 5","278","25.6","female"
"24349",28,"group 5","278","24.3","female"
"24350",29,"group 5","278","24.3","female"
"24351",30,"group 5","278","25.1","female"
"24352",31,"group 5","278","24.9","female"
"24353",32,"group 5","278","24.7","female"
"24354",33,"group 5","278","25.9","female"
"24355",34,"group 5","278","24.9","female"
"24356",35,"group 5","278","24.8","female"
"24357",36,"group 5","278","24","female"
"24358",37,"group 5","278","24.9","female"
"24359",38,"group 5","278","25.4","female"
"24360",39,"group 5","278","25.9","female"
"24361",40,"group 5","278","25.6","female"
"24362",41,"group 5","278","26","female"
"24363",42,"group 5","278","25.7","female"
"24364",43,"group 5","278","26.4","female"
"24365",44,"group 5","278","26.7","female"
"24366",45,"group 5","278","26.2","female"
"24367",46,"group 5","278","25.7","female"
"24368",47,"group 5","278","24.4","female"
"24369",48,"group 5","278","24.3","female"
"24370",49,"group 5","278","26.2","female"
"24371",50,"group 5","278","28.4","female"
"24399",1,"group 5","279","18.2","female"
"24400",2,"group 5","279","21.6","female"
"24401",3,"group 5","279","23.2","female"
"24402",4,"group 5","279","25.1","female"
"24403",5,"group 5","279","25.5","female"
"24404",6,"group 5","279","28.6","female"
"24405",7,"group 5","279","30.9","female"
"24406",8,"group 5","279","30.7","female"
"24407",9,"group 5","279","31.6","female"
"24408",10,"group 5","279","33.1","female"
"24409",11,"group 5","279","34.4","female"
"24410",12,"group 5","279","34.4","female"
"24411",13,"group 5","279","36.9","female"
"24412",14,"group 5","279","34.8","female"
"24413",15,"group 5","279","37.5","female"
"24414",16,"group 5","279","38.6","female"
"24415",17,"group 5","279","39.6","female"
"24416",18,"group 5","279","40.6","female"
"24417",19,"group 5","279","40.5","female"
"24418",20,"group 5","279","38.5","female"
"24419",21,"group 5","279","41.5","female"
"24420",22,"group 5","279","41.3","female"
"24421",23,"group 5","279","42.5","female"
"24422",24,"group 5","279","41.3","female"
"24423",25,"group 5","279","43.2","female"
"24424",26,"group 5","279","44.4","female"
"24425",27,"group 5","279","44.6","female"
"24426",28,"group 5","279","42","female"
"24427",29,"group 5","279","45.7","female"
"24428",30,"group 5","279","46.4","female"
"24429",31,"group 5","279","45.7","female"
"24430",32,"group 5","279","46.3","female"
"24431",33,"group 5","279","48.3","female"
"24432",34,"group 5","279","47.2","female"
"24433",35,"group 5","279","46.6","female"
"24434",36,"group 5","279","46.9","female"
"24435",37,"group 5","279","47.3","female"
"24436",38,"group 5","279","46.8","female"
"24437",39,"group 5","279","45.5","female"
"24438",40,"group 5","279","44.9","female"
"24439",41,"group 5","279","46.5","female"
"24440",42,"group 5","279","48.2","female"
"24441",43,"group 5","279","49","female"
"24442",44,"group 5","279","47.3","female"
"24443",45,"group 5","279","51","female"
"24444",46,"group 5","279","52.3","female"
"24445",47,"group 5","279","51.5","female"
"24446",48,"group 5","279","51","female"
"24447",49,"group 5","279","52","female"
"24448",50,"group 5","279","51","female"
"24476",1,"group 5","280","15","female"
"24477",2,"group 5","280","17.2","female"
"24478",3,"group 5","280","18.3","female"
"24479",4,"group 5","280","20","female"
"24480",5,"group 5","280","21.3","female"
"24481",6,"group 5","280","23.5","female"
"24482",7,"group 5","280","23.1","female"
"24483",8,"group 5","280","23.7","female"
"24484",9,"group 5","280","25.6","female"
"24485",10,"group 5","280","24.4","female"
"24486",11,"group 5","280","25.9","female"
"24487",12,"group 5","280","27.1","female"
"24488",13,"group 5","280","28.4","female"
"24489",14,"group 5","280","27","female"
"24490",15,"group 5","280","27.5","female"
"24491",16,"group 5","280","27.3","female"
"24492",17,"group 5","280","30.3","female"
"24493",18,"group 5","280","31.8","female"
"24494",19,"group 5","280","29.3","female"
"24495",20,"group 5","280","30.6","female"
"24496",21,"group 5","280","31.6","female"
"24497",22,"group 5","280","31.8","female"
"24498",23,"group 5","280","28.7","female"
"24499",24,"group 5","280","31.3","female"
"24500",25,"group 5","280","31.9","female"
"24501",26,"group 5","280","30.6","female"
"24502",27,"group 5","280","32.700000000000003","female"
"24503",28,"group 5","280","32.1","female"
"24504",29,"group 5","280","30.2","female"
"24505",30,"group 5","280","33.200000000000003","female"
"24506",31,"group 5","280","34.6","female"
"24507",32,"group 5","280","31.3","female"
"24508",33,"group 5","280","30.8","female"
"24509",34,"group 5","280","33.299999999999997","female"
"24510",35,"group 5","280","31.5","female"
"24511",36,"group 5","280","29.4","female"
"24512",37,"group 5","280","30","female"
"24513",38,"group 5","280","28.9","female"
"24514",39,"group 5","280","22.6","female"
"24515",40,"group 5","280","26.2","female"
"24516",41,"group 5","280","26.3","female"
"24517",42,"group 5","280","26.3","female"
"24518",43,"group 5","280","26.4","female"
"24519",44,"group 5","280","25.5","female"
"24553",1,"group 5","281","14.5","female"
"24554",2,"group 5","281","16.7","female"
"24555",3,"group 5","281","17.2","female"
"24556",4,"group 5","281","18.5","female"
"24557",5,"group 5","281","19.1","female"
"24558",6,"group 5","281","21.8","female"
